id,posStat1,posStat2
4567473,"[1.0, 2.0, 2.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 10.0, 10.0]","[3.0, 5.0, 7.0, 13.0, 14.0, 16.0, 16.0, 16.0, 16.0, 16.0, 18.0, 22.0, 22.0]"
4567474,[],[]
4567736,[],[]
4568265,[],[]
4569653,"[9.0, 27.0, 52.0, 52.0, 96.0, 117.0, 120.0, 120.0, 120.0, 120.0, 145.0, 149.0, 165.0]","[2.0, 4.0, 5.0, 5.0, 10.0, 14.0, 16.0, 16.0, 16.0, 16.0, 19.0, 20.0, 23.0]"
4574740,[],[]
4574744,[],[]
4574748,[],[]
4574750,[],[]
4574751,[],[]
4575845,[],[]
4576076,[],[]
4590347,"[23.0, 84.0, 123.0, 198.0, 238.0, 238.0, 238.0, 238.0, 238.0, 238.0, 238.0, 238.0, 238.0]","[1.0, 2.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]"
4596334,"[36.0, 196.0, 381.0, 386.0, 386.0, 433.0, 582.0, 687.0, 863.0, 863.0, 975.0, 1103.0, 1325.0]","[0.0, 2.0, 3.0, 3.0, 3.0, 3.0, 6.0, 8.0, 9.0, 9.0, 10.0, 10.0, 13.0]"
4597007,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0]","[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 8.0, 8.0, 15.0, 15.0, 18.0]"
4607891,[],[]
4608776,"[42.4, 39.8, 39.3, 38.8, 39.7, 40.2, 40.0, 40.0, 39.7, 39.7, 40.2, 40.5, 40.4]","[212.0, 358.0, 432.0, 582.0, 715.0, 884.0, 960.0, 1001.0, 1073.0, 1073.0, 1367.0, 1620.0, 1779.0]"
4608781,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 2.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0]"
4611524,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
4612210,[],[]
4686996,[],[]
4689594,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4690344,[],[]
4690345,"[0.0, 0.667, 0.667, 0.667, 0.667, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625]","[2.0, 11.0, 18.0, 26.0, 32.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0]"
4690346,[],[]
4690348,[],[]
4690351,"[12.0, 18.0, 30.0, 30.0, 30.0, 30.0, 38.0, 38.0, 41.0, 41.0, 41.0, 52.0, 52.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4690352,"[0.0, 1.0, 3.0, 3.0, 3.0, 4.0, 6.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0]","[1.0, 3.0, 7.0, 9.0, 12.0, 13.0, 16.0, 19.0, 19.0, 19.0, 21.0, 23.0, 23.0]"
4690353,[0.0],[1.0]
4690354,"[2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[3.0, 3.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]"
4690355,"[0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[2.0, 3.0, 3.0, 3.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0]"
4690359,[],[]
4702917,[],[]
4710009,"[1.0, 1.0, 1.0, 2.0, 3.0, 4.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]","[2.0, 3.0, 3.0, 5.0, 6.0, 7.0, 9.0, 13.0, 15.0, 15.0, 15.0, 15.0, 16.0]"
4710727,[],[]
4794107,"[40.0, 40.0, 101.0, 168.0, 177.0, 213.0, 255.0, 255.0, 303.0, 301.0, 301.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4838552,[],[]
4839483,[],[]
4869340,[],[]
4869547,[],[]
4869657,"[0.0, 2.0, 2.0, 3.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]","[1.0, 6.0, 6.0, 7.0, 11.0, 11.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]"
4869658,[],[]
4872836,[],[]
4872837,[],[]
4872840,"[0.0, 0.0, 1.0]","[3.0, 3.0, 4.0]"
4872841,"[1.0, 2.0, 3.0, 5.0, 7.0, 14.0, 20.0, 24.0, 27.0, 27.0, 30.0, 33.0, 36.0]","[4.0, 7.0, 10.0, 15.0, 18.0, 25.0, 36.0, 46.0, 54.0, 54.0, 64.0, 71.0, 82.0]"
4872842,[],[]
4872843,[],[]
4872844,"[0.0, 0.0, 1.0, 1.0, 2.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1.0, 2.0, 5.0, 5.0, 6.0, 7.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 11.0]"
4872845,[],[]
4872850,[],[]
4873701,[],[]
4882697,[],[]
4906210,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
4912334,[],[]
5082102,"[1.0, 0.75, 0.714, 0.714, 0.667, 0.7, 0.636]","[7.0, 17.0, 26.0, 26.0, 31.0, 34.0, 41.0]"
5082104,[],[]
5082105,[],[]
5095851,[],[]
5095852,[],[]
5095853,[],[]
5095854,[],[]
5095856,[],[]
5095857,[],[]
5095858,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
5095859,[],[]
5095860,[],[]
5095861,[],[]
5095862,[],[]
5095863,[],[]
5095864,[],[]
5095865,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
5095866,[],[]
5095867,[],[]
5110198,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4240261,"[1.0, 9.0, 12.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]","[3.0, 13.0, 17.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]"
4240663,"[0.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[7.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0]"
4241415,"[1.0, 1.0, 1.0, 4.0, 7.0, 7.0, 7.0, 8.0, 16.0, 18.0, 25.0, 27.0, 29.0]","[4.0, 4.0, 4.0, 10.0, 14.0, 14.0, 14.0, 17.0, 29.0, 32.0, 43.0, 45.0, 47.0]"
4360175,"[206.0, 472.0, 744.0, 993.0, 1201.0, 1567.0, 1567.0, 1828.0, 2208.0, 2735.0, 3024.0, 3459.0, 3845.0]","[3.0, 4.0, 5.0, 7.0, 9.0, 12.0, 12.0, 17.0, 21.0, 28.0, 31.0, 35.0, 37.0]"
4360176,[],[]
4360179,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0]","[1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
4360187,[],[]
4360192,[],[]
4360193,"[8.0, 14.0, 17.0, 17.0, 19.0, 22.0, 22.0, 27.0, 27.0, 33.0, 37.0, 37.0, 39.0]","[11.0, 20.0, 23.0, 23.0, 26.0, 32.0, 32.0, 45.0, 48.0, 59.0, 67.0, 72.0, 78.0]"
4360195,"[40.0, 40.0, 55.0, 51.0, 104.0]","[1.0, 1.0, 1.0, 1.0, 1.0]"
4360199,"[14.0, 36.0, 36.0, 36.0, 45.0, 118.0, 118.0, 146.0, 167.0, 168.0, 187.0, 235.0, 237.0]","[3.0, 5.0, 5.0, 5.0, 6.0, 11.0, 11.0, 12.0, 13.0, 14.0, 16.0, 22.0, 23.0]"
4360200,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4360395,[],[]
4360648,"[1.0, 3.0, 4.0, 6.0, 7.0, 9.0, 9.0, 10.0, 12.0, 16.0, 16.0, 16.0, 16.0]","[3.0, 6.0, 9.0, 13.0, 17.0, 20.0, 20.0, 22.0, 26.0, 30.0, 31.0, 31.0, 31.0]"
4362161,"[25.0, 27.0, 83.0, 195.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 244.0, 264.0, 318.0]","[0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
4362184,"[10.0, 23.0, 49.0, 66.0, 107.0, 143.0, 143.0, 205.0, 307.0, 443.0, 443.0, 474.0, 507.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 4.0, 4.0]"
4362508,"[1.0, 0.833, 0.857, 0.889, 0.75, 0.692, 0.692, 0.692, 0.692, 0.643, 0.643, 0.643, 0.643]","[9.0, 21.0, 27.0, 37.0, 43.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0]"
4366031,"[50.0, 170.0, 246.0, 380.0, 453.0, 534.0, 534.0, 627.0, 739.0, 919.0, 1017.0, 1193.0, 1354.0]","[2.0, 2.0, 2.0, 3.0, 5.0, 6.0, 6.0, 8.0, 10.0, 12.0, 13.0, 14.0, 15.0]"
4372540,[],[]
4429445,[],[]
4430197,"[1.0, 2.0, 5.0, 7.0, 8.0, 8.0, 8.0, 10.0, 11.0, 16.0, 18.0, 18.0, 18.0]","[2.0, 5.0, 9.0, 11.0, 14.0, 15.0, 15.0, 20.0, 22.0, 32.0, 35.0, 35.0, 35.0]"
4430960,[],[]
4431617,"[1.0, 1.0, 2.0, 2.0]","[2.0, 2.0, 3.0, 3.0]"
4432459,"[2.0, 2.0, 3.0, 4.0, 4.0, 5.0, 10.0, 11.0, 13.0, 13.0, 16.0]","[3.0, 3.0, 4.0, 9.0, 9.0, 14.0, 20.0, 23.0, 27.0, 29.0, 35.0]"
4432551,"[15.0, 24.0, 24.0, 61.0, 91.0, 115.0, 115.0, 215.0, 275.0, 346.0, 489.0, 489.0, 489.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.0, 5.0, 5.0, 5.0]"
4432576,[],[]
4433908,[],[]
4433965,"[49.0, 129.0, 177.0, 177.0, 243.0, 296.0, 296.0, 334.0, 359.0, 359.0, 359.0, 376.0, 409.0]","[0.0, 1.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
4567477,"[3.0, 7.0, 14.0, 17.0, 18.0, 18.0, 19.0, 21.0, 21.0, 21.0, 22.0, 22.0]","[3.0, 9.0, 19.0, 24.0, 27.0, 27.0, 29.0, 35.0, 37.0, 37.0, 38.0, 38.0]"
4567481,[],[]
4567482,"[1.0, 8.0, 15.0, 15.0, 15.0, 20.0, 20.0, 24.0, 32.0, 38.0, 45.0, 47.0, 51.0]","[5.0, 13.0, 22.0, 23.0, 23.0, 32.0, 32.0, 37.0, 45.0, 53.0, 62.0, 64.0, 70.0]"
4567488,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4567490,"[0.0, 1.0, 1.0, 1.0, 1.0, 2.0]","[2.0, 3.0, 3.0, 3.0, 3.0, 4.0]"
4567491,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8]","[2.0, 2.0, 10.0, 16.0, 25.0, 30.0, 36.0, 48.0]"
4567492,[],[]
4567493,[],[]
4567494,[],[]
4567497,"[1.0, 1.0, 2.0, 3.0, 4.0, 5.0, 5.0, 7.0, 7.0, 9.0, 11.0, 14.0, 16.0]","[1.0, 1.0, 3.0, 5.0, 6.0, 8.0, 8.0, 15.0, 16.0, 21.0, 24.0, 31.0, 37.0]"
4567900,[],[]
4568099,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4568524,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4569388,[],[]
4569394,"[2.0, 5.0, 9.0, 11.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]","[2.0, 6.0, 11.0, 13.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
4569454,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0]"
4572918,"[0.0, 1.0, 5.0, 6.0, 7.0, 7.0, 7.0, 10.0, 10.0, 13.0, 13.0, 18.0]","[2.0, 3.0, 9.0, 10.0, 13.0, 13.0, 18.0, 21.0, 21.0, 25.0, 30.0, 35.0]"
4575218,[],[]
4576120,[],[]
4584584,"[1.0, 1.0, 1.0, 4.0, 8.0, 8.0, 8.0, 10.0, 11.0, 11.0, 11.0, 11.0, 11.0]","[1.0, 2.0, 2.0, 6.0, 11.0, 13.0, 13.0, 18.0, 20.0, 22.0, 22.0, 22.0, 24.0]"
4587977,"[34.0, 150.0, 150.0, 183.0, 269.0, 323.0, 414.0, 414.0, 471.0]","[0.0, 0.0, 0.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0]"
4591872,"[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]"
4595349,[],[]
4602191,[],[]
4602203,[],[]
4602645,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 9.0, 14.0, 15.0, 22.0]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 10.0, 17.0, 19.0, 26.0]"
4606670,"[4.0, 8.0, 9.0, 10.0, 11.0, 14.0, 14.0, 19.0, 19.0, 21.0, 21.0, 23.0, 26.0]","[6.0, 12.0, 15.0, 16.0, 17.0, 22.0, 22.0, 28.0, 30.0, 33.0, 33.0, 35.0, 38.0]"
4612345,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4612601,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4612621,[],[]
4680017,"[7.0, 8.0, 8.0, 8.0, 8.0]","[0.0, 0.0, 0.0, 0.0, 0.0]"
4680018,[],[]
4683227,"[42.0, 42.0, 67.0, 113.0, 113.0, 113.0, 113.0, 113.0, 113.0, 113.0, 113.0, 113.0, 113.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4683821,[],[]
4684082,[],[]
4685446,[],[]
4685734,[],[]
4686439,"[1.0, 2.0, 4.0, 5.0, 7.0, 7.0, 7.0, 8.0, 8.0, 9.0, 9.0, 9.0]","[1.0, 2.0, 4.0, 5.0, 7.0, 7.0, 7.0, 9.0, 9.0, 10.0, 11.0, 12.0]"
4687326,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
4689672,"[46.6, 48.5, 46.9, 47.4, 45.9, 45.5, 45.5, 45.4, 45.4, 45.4, 44.5, 45.1, 44.4]","[233.0, 485.0, 610.0, 758.0, 917.0, 1138.0, 1138.0, 1181.0, 1271.0, 1271.0, 1336.0, 1488.0, 1644.0]"
4689674,"[6.0, 7.0, 11.0, 13.0, 13.0, 17.0, 17.0, 19.0, 21.0, 23.0, 25.0, 29.0, 30.0]","[8.0, 11.0, 15.0, 17.0, 17.0, 22.0, 22.0, 24.0, 27.0, 29.0, 32.0, 39.0, 41.0]"
4689678,"[1.0, 3.0, 6.0, 9.0, 11.0, 15.0, 15.0, 15.0, 17.0, 21.0, 23.0, 25.0, 26.0]","[1.0, 4.0, 7.0, 10.0, 13.0, 20.0, 20.0, 21.0, 23.0, 29.0, 31.0, 33.0, 35.0]"
4689679,[],[]
4689680,[],[]
4689685,"[1.0, 3.0, 3.0, 3.0, 4.0, 5.0, 5.0, 6.0, 6.0, 7.0, 7.0, 8.0, 10.0]","[7.0, 10.0, 10.0, 10.0, 11.0, 12.0, 12.0, 13.0, 14.0, 15.0, 15.0, 17.0, 19.0]"
4689686,"[1.0, 3.0, 3.0, 4.0, 5.0, 9.0, 9.0, 10.0, 10.0, 12.0, 12.0, 13.0, 16.0]","[3.0, 5.0, 5.0, 6.0, 7.0, 13.0, 13.0, 19.0, 20.0, 25.0, 27.0, 31.0, 34.0]"
4692177,[],[]
4701936,"[46.0, 71.0, 97.0, 146.0, 178.0, 233.0, 233.0, 233.0, 233.0, 338.0, 398.0, 525.0, 567.0]","[0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 6.0, 7.0]"
4702828,"[1.0, 2.0, 6.0, 6.0, 6.0]","[2.0, 3.0, 7.0, 7.0, 7.0]"
4702902,[],[]
4702916,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 3.0, 4.0, 8.0, 8.0, 10.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 6.0, 6.0, 8.0, 14.0, 16.0, 21.0]"
4705857,[],[]
4872956,[],[]
4872958,"[1.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 5.0, 6.0, 10.0, 10.0, 12.0]","[2.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 6.0, 8.0, 14.0, 14.0, 16.0]"
4872959,[],[]
4872960,[],[]
4872961,"[34.0, 34.0, 34.0, 34.0, 37.0, 37.0]","[2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
4872962,[],[]
4873903,[],[]
4875149,[],[]
4875853,[],[]
4879780,[],[]
4881821,"[1.0, 4.0, 5.0, 6.0, 6.0, 9.0, 9.0, 11.0, 12.0, 12.0, 12.0, 12.0, 12.0]","[1.0, 4.0, 5.0, 6.0, 6.0, 9.0, 9.0, 12.0, 13.0, 13.0, 13.0, 13.0, 13.0]"
4881823,[],[]
4898738,[],[]
4898739,[],[]
4898741,[],[]
5081481,[],[]
5081482,"[2.0, 9.0, 12.0, 12.0, 12.0, 12.0, 13.0, 15.0, 15.0, 15.0]","[2.0, 9.0, 13.0, 13.0, 13.0, 13.0, 14.0, 16.0, 16.0, 16.0]"
5081483,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5081485,[],[]
5081486,[],[]
5089177,[],[]
5089178,"[0.0, 1.0, 1.0, 1.0, 1.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1.0, 2.0, 3.0, 4.0, 4.0, 7.0, 7.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0]"
5089179,[],[]
5089180,[],[]
5089181,[],[]
5089182,"[7.0, 7.0, 7.0, 7.0, 7.0]","[0.0, 0.0, 0.0, 0.0, 0.0]"
5089183,[],[]
5092989,[],[]
5092990,[],[]
4038547,[],[]
4240073,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0]"
4241730,"[0.0, 4.0, 8.0, 9.0, 9.0, 11.0, 20.0, 25.0, 25.0, 30.0, 32.0, 32.0, 34.0]","[1.0, 9.0, 17.0, 19.0, 19.0, 23.0, 33.0, 41.0, 41.0, 48.0, 52.0, 55.0, 60.0]"
4242456,"[42.0, 43.4, 46.1, 47.8, 49.3, 48.6, 48.2, 47.9, 47.9, 47.9, 47.4, 46.9, 46.7]","[252.0, 347.0, 461.0, 861.0, 1182.0, 1311.0, 1349.0, 1534.0, 1534.0, 1629.0, 1894.0, 1969.0, 2101.0]"
4243369,[],[]
4243373,"[2.0, 7.0, 9.0, 13.0, 18.0, 25.0, 27.0, 32.0, 32.0, 39.0, 45.0, 48.0, 55.0]","[6.0, 15.0, 20.0, 28.0, 37.0, 47.0, 51.0, 61.0, 61.0, 74.0, 82.0, 92.0, 104.0]"
4248250,"[29.0, 29.0]","[0.0, 0.0]"
4259440,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.875, 0.9, 0.905, 0.87]","[5.0, 18.0, 26.0, 34.0, 40.0, 54.0, 67.0, 71.0, 71.0, 75.0, 89.0, 100.0, 105.0]"
4269917,"[3.0, 3.0, 3.0, 11.0, 11.0, 11.0, 11.0, 11.0, 14.0, 14.0]","[1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
4361041,"[1.0, 2.0, 2.0, 7.0, 9.0, 11.0, 12.0, 12.0, 12.0, 13.0, 14.0, 14.0, 14.0]","[3.0, 8.0, 10.0, 17.0, 20.0, 23.0, 24.0, 28.0, 28.0, 30.0, 32.0, 33.0, 33.0]"
4361333,"[20.0, 76.0, 102.0, 139.0, 191.0, 223.0, 282.0, 282.0, 282.0, 300.0, 331.0, 356.0, 392.0]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 3.0, 3.0, 3.0, 4.0, 6.0, 7.0]"
4361527,"[38.0, 108.0, 150.0, 168.0, 199.0, 229.0, 248.0, 342.0, 342.0, 404.0, 451.0, 524.0, 532.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0]"
4361715,"[1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
4361736,"[79.0, 151.0, 151.0, 165.0, 194.0, 306.0, 316.0, 316.0, 354.0, 370.0, 370.0, 370.0]","[1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0]"
4371731,"[2.0, 13.0, 16.0, 23.0, 24.0, 25.0, 25.0, 36.0, 36.0, 41.0, 44.0, 48.0, 51.0]","[9.0, 22.0, 26.0, 35.0, 38.0, 39.0, 39.0, 52.0, 52.0, 60.0, 65.0, 69.0, 73.0]"
4371740,"[5.0, 5.0, 8.0, 9.0, 12.0, 15.0, 15.0, 18.0, 18.0, 19.0, 22.0, 22.0, 27.0]","[12.0, 17.0, 26.0, 28.0, 31.0, 36.0, 40.0, 43.0, 43.0, 46.0, 49.0, 51.0, 56.0]"
4396469,[],[]
4426363,"[1.0, 1.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[1.0, 1.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]"
4427375,"[0.0, 2.0, 6.0, 7.0, 7.0, 9.0, 11.0, 12.0, 12.0, 12.0, 14.0, 17.0, 19.0]","[1.0, 9.0, 14.0, 16.0, 20.0, 22.0, 26.0, 29.0, 29.0, 32.0, 35.0, 39.0, 41.0]"
4429178,"[2.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 6.0, 8.0, 8.0]","[2.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 6.0, 9.0, 9.0]"
4429367,"[0.0, 2.0, 6.0, 10.0, 11.0, 13.0, 19.0, 22.0, 22.0, 26.0, 27.0, 28.0, 36.0]","[5.0, 7.0, 12.0, 17.0, 20.0, 23.0, 34.0, 41.0, 41.0, 50.0, 51.0, 54.0, 66.0]"
4429406,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 83.0, 83.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4429791,[],[]
4430022,[],[]
4431074,"[63.0, 71.0, 147.0, 174.0, 187.0, 225.0, 243.0, 264.0, 264.0, 294.0, 326.0, 380.0, 461.0]","[1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0, 5.0]"
4431597,"[40.0, 48.0, 86.0, 115.0, 124.0, 132.0, 132.0, 132.0, 132.0, 163.0, 177.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
4432381,[],[]
